,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
8990,T:22.06 V:8.34 H:49.2,6.285028250107891,,3.0823105604339487,manual,North,Fam_31,Processing,No Fault,ISO9001,High
8991,T:21.65 V:12.67 H:54.4,3.966844880933698,1.8800498158039225,,semi_auto,East,Fam_38,Final,No Fault,ISO9001,Medium
8992,T:27.00 V:13.29 H:48.7,3.6045352197322655,2.617911113054247,2.577447617445768,auto,South,Fam_05,Processing,No Fault,ISO9001,High
8993,T:24.16 V:6.48 H:44.7,5.639053735995406,3.383719665302465,1.5578865609387569,auto,East,Fam_07,Processing,No Fault,ISO9001,Medium
8994,T:27.82 V:12.36 H:39.9,6.150789327109878,2.520068549851585,2.1603492479641244,semi_auto,South,Fam_06,Assembly,No Fault,ISO9001,Medium
8995,T:18.11 V:4.63 H:40.3,6.768404149908932,3.353103751181136,1.4459391841218336,auto,North,Fam_01,Assembly,No Fault,ISO9001,Low
8996,,1.3547839456090036,3.939538023127715,2.179096182359165,semi_auto,West,Fam_01,Assembly,No Fault,ISO9001,High
8997,T:29.11 V:5.60 H:74.1,3.78555794463808,6.928960166704303,2.979334296591486,manual,West,Fam_05,Assembly,Low,ISO9001,Low
8998,T:22.10 V:7.71 H:57.7,3.720523956472488,1.892817374823146,1.4272555744656965,auto,West,Fam_37,Final,No Fault,ISO9001,Medium
8999,T:27.57 V:9.01 H:37.2,5.739298247052963,3.4580092901180923,2.379185393811767,semi_auto,West,Fam_27,Init,No Fault,ISO9001,High
9000,T:29.65 V:7.01 H:55.2,5.7649012401687285,3.446894367211344,2.205135230786819,auto,East,Fam_08,Processing,Low,ISO9001,Medium
9001,T:25.44 V:12.33 H:50.0,5.203849210830536,4.919377245535403,2.978925192151552,auto,West,Fam_15,Init,No Fault,ISO9001,High
9002,T:18.77 V:3.87 H:39.4,5.848264249943256,4.881551426654391,1.6603768709305666,auto,West,Fam_07,Processing,No Fault,ISO9001,Low
9003,T:23.23 V:8.80 H:61.6,4.517014705695384,2.907113318840375,1.6690056849271449,semi_auto,East,Fam_29,Assembly,No Fault,ISO9001,High
9004,T:25.71 V:11.40 H:50.5,4.07457214603704,4.990969717054368,3.049864782168134,manual,South,Fam_02,Assembly,Low,ISO9001,High
9005,T:20.30 V:6.12 H:47.0,3.052878120579177,2.924482862693358,1.5934655565548068,auto,West,Fam_09,Processing,Low,ISO9001,
9006,T:14.60 V:12.06 H:67.9,4.011782764893573,4.754298315085142,3.216501504111436,manual,North,Fam_06,Assembly,Low,ISO9001,Low
9007,T:20.08 V:9.25 H:48.0,4.242906993692813,4.018909168138723,2.3434960089819805,semi_auto,North,Fam_02,Assembly,No Fault,ISO9001,Medium
9008,T:20.76 V:6.28 H:57.2,5.691129732151005,4.768418694260962,2.277454731888691,semi_auto,West,Fam_01,Assembly,Low,ISO9001,
9009,T:20.85 V:4.50 H:40.7,5.542758696504039,4.055586222990231,1.4174996976625895,semi_auto,East,Fam_05,Assembly,,ISO9001,Low
9010,T:27.14 V:7.51 H:51.1,3.0074537458438835,8.17298057428132,3.684902808648433,auto,South,Fam_12,Processing,Low,ISO9001,High
9011,T:21.40 V:8.68 H:36.5,6.060409901833922,3.856693789248008,2.265810895433929,semi_auto,North,Fam_09,Final,No Fault,ISO9001,High
9012,T:22.93 V:6.98 H:47.4,4.36906216972749,5.189007533594575,2.3802303830590894,auto,South,Fam_03,Final,No Fault,ISO9001,High
9013,T:26.96 V:3.98 H:32.6,1.6738069809116132,6.965015873666264,2.646508820252772,manual,South,Fam_06,Processing,No Fault,ISO9001,Medium
9014,T:20.08 V:9.30 H:60.1,4.213006788979277,4.061572722312389,2.0952705205487248,manual,East,Fam_06,Processing,No Fault,ISO9001,Medium
9015,T:18.10 V:9.32 H:47.7,,5.263887025812819,2.7230201156704004,auto,West,Fam_20,Assembly,No Fault,ISO9001,Medium
9016,T:19.42 V:13.94 H:49.7,,2.862684374911573,2.7413900314229336,auto,North,Fam_25,Processing,,ISO9001,Low
9017,T:28.25 V:6.67 H:58.4,2.0938350033418343,4.762238008312719,2.262581752605345,auto,South,Fam_05,Processing,No Fault,ISO9001,Low
9018,T:23.23 V:7.04 H:53.7,8.884498467432714,3.228614251781512,1.9075554847750664,semi_auto,North,Fam_02,Assembly,No Fault,ISO9001,High
9019,T:23.50 V:8.28 H:46.4,1.1548897248839678,4.292304435805527,2.2578122007192,semi_auto,East,Fam_02,Processing,No Fault,ISO9001,Medium
9020,T:23.34 V:6.64 H:55.1,4.490074548681022,3.631605616130058,1.829121638478794,semi_auto,North,Fam_28,Processing,No Fault,ISO9001,High
9021,T:25.92 V:3.11 H:56.8,9.046150461782744,3.87684493654055,1.3333875506678528,auto,East,Fam_08,Init,No Fault,ISO9001,High
9022,T:29.36 V:7.49 H:39.5,6.995153458279057,2.5553508244923826,1.339602342572097,semi_auto,West,Fam_08,Assembly,,ISO9001,Low
9023,T:20.16 V:7.18 H:55.7,2.281276756280452,5.4625387354331325,2.623790586533284,semi_auto,South,Fam_01,Assembly,Low,ISO9001,Medium
9024,T:23.56 V:4.90 H:59.6,2.127284451719765,3.7368440964232414,1.672615246186013,semi_auto,South,Fam_13,Assembly,No Fault,ISO9001,Low
9025,T:29.46 V:11.14 H:46.7,3.825769411580528,4.705588775461829,3.236737011906632,auto,East,Fam_26,Assembly,Low,ISO9001,Medium
9026,T:21.79 V:10.48 H:57.2,4.949197297790663,2.957640215884554,2.115641218761956,semi_auto,West,Fam_16,Init,,ISO9001,Medium
9027,T:25.90 V:2.08 H:58.4,1.9035211107406076,2.69839609395041,0.8117405880215177,semi_auto,North,Fam_08,Init,No Fault,ISO9001,Low
9028,T:31.07 V:10.53 H:50.4,4.380355560684024,3.089224578360515,2.4833886814067787,manual,South,Fam_31,Processing,No Fault,ISO9001,Low
9029,T:19.61 V:2.70 H:54.8,1.111045278819604,8.477892562652135,3.103380874814068,manual,North,Fam_36,Processing,No Fault,ISO9001,Medium
9030,T:23.96 V:3.64 H:49.5,4.64286315054913,4.97657246727232,1.8943350786943225,auto,North,Fam_12,Assembly,No Fault,ISO9001,High
9031,T:27.48 V:3.88 H:34.7,4.535494817084677,3.187172106312228,1.31591653576038,auto,South,Fam_15,Processing,No Fault,ISO9001,Medium
9032,T:17.31 V:10.47 H:52.7,3.8035971789260015,3.7309380405706687,2.3763053879029825,auto,East,Fam_04,Assembly,No Fault,ISO9001,Low
9033,T:22.42 V:14.43 H:70.4,,3.236540290925966,2.827000213758519,auto,South,Fam_26,Init,Low,ISO9001,High
9034,T:21.09 V:4.24 H:47.5,4.258853377517303,2.5911314211088765,0.9592985372998452,semi_auto,West,Fam_40,Final,No Fault,ISO9001,Medium
9035,T:27.46 V:9.46 H:47.9,6.274497072555672,2.484322947713873,1.677698138638101,auto,West,Fam_03,Processing,No Fault,ISO9001,Low
9036,T:18.56 V:8.90 H:62.5,9.194255416607325,4.711311001852936,2.5483419127935765,semi_auto,North,Fam_17,Processing,No Fault,ISO9001,Low
9037,T:24.82 V:12.10 H:51.5,,8.750666924048717,4.764252314133753,auto,South,Fam_05,Init,No Fault,ISO9001,High
9038,T:27.44 V:9.04 H:52.5,4.274657803683912,5.858390658398768,3.2933037394037434,semi_auto,South,Fam_23,Processing,No Fault,ISO9001,High
9039,T:23.82 V:8.94 H:41.9,,3.939462783523917,2.260383951378297,semi_auto,South,Fam_05,Processing,No Fault,ISO9001,Medium
9040,T:28.71 V:7.35 H:49.0,2.2120660158885657,3.3826422047432136,1.6828603032841871,semi_auto,South,Fam_12,Final,No Fault,ISO9001,Low
9041,T:30.24 V:7.56 H:53.5,3.7295086024805286,10.550825064194283,4.244394230674357,manual,South,Fam_02,Init,No Fault,ISO9001,High
9042,T:23.90 V:5.40 H:47.8,3.068201703857688,3.9159400992403848,1.6715453611452649,semi_auto,East,Fam_09,Init,No Fault,ISO9001,Medium
9043,T:27.67 V:8.71 H:60.9,,3.1207627019006323,1.5067366243853426,auto,East,Fam_16,Processing,No Fault,ISO9001,Low
9044,T:22.67 V:2.26 H:45.3,6.7392435704835805,4.788202157207859,1.405823377478511,auto,North,Fam_02,Final,No Fault,ISO9001,Medium
9045,T:26.26 V:5.61 H:52.4,0.977224455170914,5.961391584997332,2.2669846821624624,auto,South,Fam_18,Assembly,Low,ISO9001,Medium
9046,T:22.56 V:7.36 H:38.8,6.647441547612533,4.070168790791737,1.889025611891064,manual,North,Fam_01,Assembly,No Fault,ISO9001,High
9047,T:24.68 V:6.48 H:47.1,1.1917004060347265,6.286903958724722,2.879061601966596,auto,North,Fam_09,Init,No Fault,ISO9001,High
9048,T:26.21 V:18.05 H:53.0,3.742075258058073,2.809073562988028,3.0607244081421165,manual,West,Fam_02,Assembly,No Fault,ISO9001,High
9049,T:23.01 V:8.59 H:46.5,4.056013836112961,4.385485202869883,2.50569496399568,auto,East,Fam_06,Final,,ISO9001,High
9050,T:20.18 V:11.99 H:61.9,7.1338414344186925,3.38816138445168,2.6978125161329904,semi_auto,West,Fam_01,Processing,Low,ISO9001,Medium
9051,T:20.58 V:9.11 H:38.6,6.012597428529558,4.379295965972483,2.4303845092277454,semi_auto,West,Fam_03,Processing,No Fault,ISO9001,High
9052,T:22.76 V:5.22 H:59.3,3.882477379718048,3.287895136788156,1.4808457347916992,semi_auto,South,Fam_36,Processing,No Fault,ISO9001,High
9053,T:26.05 V:5.95 H:39.1,4.091201754009711,3.2620089645402888,1.4881961764593898,auto,South,Fam_09,Assembly,Low,ISO9001,Low
9054,T:26.85 V:9.32 H:42.4,4.138270035194305,4.852169215740369,2.666796438091137,auto,South,Fam_33,Assembly,No Fault,ISO9001,High
9055,T:30.23 V:7.68 H:68.0,6.266245417102704,2.582784091223392,1.606731624615372,semi_auto,West,Fam_02,Init,No Fault,ISO9001,Low
9056,T:22.91 V:6.80 H:53.7,1.6673934448361067,5.888189895925132,2.516767995358445,manual,East,Fam_02,Init,,ISO9001,Medium
9057,T:20.75 V:10.16 H:55.1,1.469897605318646,4.09534646601893,2.455650726275678,auto,East,Fam_29,Processing,No Fault,ISO9001,High
9058,T:20.79 V:8.42 H:51.6,1.2328564216861384,2.8617834561343605,1.6337248786776783,semi_auto,East,Fam_08,Processing,No Fault,ISO9001,Medium
9059,,2.605363554403476,2.182392992979761,1.374304739958299,auto,East,Fam_03,Final,No Fault,ISO9001,Low
9060,T:19.57 V:7.53 H:44.7,5.0409138971550185,2.922259811283161,1.5578685631587563,semi_auto,North,Fam_09,Init,Low,ISO9001,Low
9061,T:21.16 V:8.89 H:33.9,3.252865979914485,6.513796201909591,3.169328980714772,auto,South,Fam_16,Assembly,Low,ISO9001,
9062,T:21.34 V:10.20 H:43.5,5.53712909244109,6.213121575084918,3.397113910415983,auto,South,Fam_01,Processing,No Fault,ISO9001,High
9063,T:19.28 V:11.85 H:41.5,1.7291762953774643,2.524699972829565,2.1755408910251237,auto,North,Fam_12,Processing,No Fault,ISO9001,Medium
9064,T:19.46 V:8.20 H:67.7,8.51934421122812,5.815426542952488,2.90160332586557,manual,South,Fam_06,Assembly,Medium,ISO9001,Medium
9065,T:23.42 V:10.35 H:46.6,1.9953527584245845,2.7372509491716435,2.1129076510313824,auto,South,Fam_05,Assembly,No Fault,ISO9001,Low
9066,T:32.96 V:15.10 H:43.9,1.1330618603640437,9.577440734636818,5.312723823171975,manual,East,Fam_38,Init,No Fault,ISO9001,Low
9067,,3.826828797874457,6.753495642608391,2.8877024983739115,auto,South,Fam_37,Assembly,No Fault,ISO9001,High
9068,T:18.88 V:10.36 H:43.5,1.6660807878749773,,1.9632362953189368,auto,North,Fam_33,Processing,No Fault,ISO9001,Low
9069,T:22.53 V:7.68 H:55.5,2.214793966320188,6.530209230158542,3.0696406157975997,manual,North,Fam_05,Processing,No Fault,ISO9001,Medium
9070,T:28.43 V:11.82 H:41.7,3.53557257472268,,2.2689329390209223,auto,South,Fam_27,Processing,Low,ISO9001,Low
9071,T:21.97 V:6.15 H:35.5,2.465611956979432,3.774218477826291,1.7712295305593533,semi_auto,East,Fam_05,Final,No Fault,ISO9001,Medium
9072,T:19.30 V:4.54 H:46.8,5.0036021684497705,2.6175755903306768,0.8164927778557652,semi_auto,South,Fam_15,Processing,No Fault,ISO9001,Low
9073,T:18.50 V:13.78 H:54.2,1.8601757980698563,2.989146149934852,2.586128604100079,semi_auto,South,Fam_07,Assembly,No Fault,ISO9001,Low
9074,T:31.08 V:9.35 H:54.2,1.2989937786463093,5.796298813974706,3.030422357485867,auto,South,Fam_01,Init,No Fault,ISO9001,Low
9075,T:23.18 V:11.91 H:59.8,2.8701131516966782,6.402380315304198,3.927405981678886,semi_auto,East,Fam_09,Init,No Fault,ISO9001,High
9076,T:14.60 V:8.24 H:34.0,5.359102126789402,3.097402509868827,1.8205982965925969,auto,North,Fam_01,Assembly,No Fault,ISO9001,Low
9077,T:19.92 V:7.74 H:30.7,10.047263406392684,2.840858332203824,1.5736465529610366,auto,North,Fam_04,Assembly,No Fault,ISO9001,Medium
9078,T:21.49 V:16.51 H:38.2,8.227672050614643,8.048752148328806,5.157955975585198,auto,East,Fam_23,Assembly,Medium,ISO9001,High
9079,T:26.43 V:4.80 H:47.8,3.429627647838638,3.259715562868871,1.278521593157389,semi_auto,East,Fam_40,Init,,ISO9001,
9080,T:23.50 V:17.98 H:60.3,4.462621912300359,3.189020526058388,3.491309922087137,manual,North,Fam_01,Assembly,No Fault,ISO9001,High
9081,T:25.86 V:7.38 H:48.8,3.9822925413609607,2.4782534467159683,1.4063933873653165,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,Medium
9082,T:21.75 V:9.75 H:53.2,3.5667472625136707,,2.059923159382695,auto,North,Fam_12,Processing,No Fault,ISO9001,High
9083,T:16.78 V:12.68 H:26.3,2.466429738150969,,2.935625766964602,manual,East,Fam_02,Init,No Fault,ISO9001,Low
9084,,3.370617167894915,3.0902433573122496,2.164153476968363,auto,North,Fam_31,Final,No Fault,ISO9001,High
9085,T:23.27 V:7.89 H:57.9,1.6984411806630768,2.8119130008136826,1.758262856864442,semi_auto,East,Fam_06,Processing,No Fault,ISO9001,Medium
9086,T:27.57 V:9.93 H:44.5,3.917593057769334,3.784690353364873,2.578448134712073,semi_auto,South,Fam_14,Processing,No Fault,ISO9001,Medium
9087,T:20.33 V:7.96 H:36.3,3.5934831565345258,5.879922841430448,3.110713794725572,auto,East,Fam_20,Assembly,No Fault,ISO9001,High
9088,T:20.61 V:10.30 H:27.4,5.138273192085819,2.459580177492787,1.7735464939896466,semi_auto,South,Fam_11,Processing,No Fault,ISO9001,Medium
9089,T:24.00 V:13.06 H:50.1,3.615543026589184,2.973877124847423,2.519681132985996,semi_auto,North,Fam_15,Processing,No Fault,ISO9001,High
9090,T:21.42 V:5.69 H:73.4,2.287924329356015,3.0195888346259725,1.4299969201368443,semi_auto,South,Fam_14,Init,No Fault,ISO9001,Medium
9091,T:26.25 V:13.31 H:45.3,4.229525009448587,2.507899490494081,2.729888923012954,semi_auto,North,Fam_11,Init,No Fault,ISO9001,High
9092,T:16.67 V:4.76 H:46.7,6.286032204617834,2.3181967825633283,1.0677531516638703,auto,North,Fam_32,Final,No Fault,ISO9001,Low
9093,T:22.44 V:9.96 H:19.4,3.793874545854461,13.06637612039832,,manual,North,Fam_02,Assembly,Low,ISO9001,High
9094,T:28.29 V:12.64 H:50.8,3.6531387047530406,6.017886980602057,3.5817163602204847,auto,East,Fam_37,Init,No Fault,ISO9001,High
9095,,4.6818788286350514,5.032525407036856,2.3335381278193497,manual,North,Fam_16,Init,No Fault,ISO9001,Medium
9096,T:25.06 V:8.46 H:34.4,4.693758669804337,2.83294509561564,1.8022091462899312,semi_auto,South,Fam_05,Processing,No Fault,ISO9001,Medium
9097,T:24.63 V:6.96 H:51.9,2.7719316324983865,3.5839250273162104,1.9155846118930504,auto,East,Fam_37,Assembly,No Fault,ISO9001,Medium
9098,T:20.89 V:2.14 H:59.2,,4.618157141097865,1.178025376708744,manual,South,Fam_20,Init,No Fault,ISO9001,Low
9099,T:25.23 V:11.19 H:51.5,,5.029333189225774,3.061855974885837,auto,East,Fam_31,Processing,No Fault,ISO9001,High
9100,T:23.80 V:5.39 H:50.5,1.6408381111324504,4.458536617955542,1.9729092314181285,semi_auto,South,Fam_04,Processing,No Fault,ISO9001,High
9101,T:21.84 V:5.94 H:43.7,2.552010789023208,3.438274787803223,,auto,North,Fam_05,Processing,No Fault,ISO9001,Low
9102,T:20.82 V:3.78 H:36.9,4.534279994481724,4.376395088898054,1.57732754220672,auto,East,Fam_05,Init,No Fault,ISO9001,Medium
9103,T:23.57 V:9.94 H:50.5,1.932735946533828,3.3210650423478394,2.0780560665316323,semi_auto,South,Fam_09,Processing,No Fault,ISO9001,Medium
9104,T:23.38 V:3.14 H:50.1,2.7438671302825663,4.366594839336656,1.4225322175324608,semi_auto,North,Fam_08,Assembly,Low,ISO9001,Medium
9105,,0.7537248811289099,11.072237990028126,5.32379101389985,auto,East,Fam_18,Init,No Fault,ISO9001,High
9106,T:23.87 V:4.93 H:51.1,3.447499240575927,4.254149864974703,1.8395316018786825,auto,East,Fam_34,Assembly,Low,ISO9001,Low
9107,T:19.82 V:11.27 H:51.7,0.5923824623959478,8.057186653216528,4.181421445942438,manual,North,Fam_25,Assembly,No Fault,ISO9001,High
9108,T:23.36 V:8.20 H:47.5,1.5696954390211308,1.9216821631000447,1.2652065922482063,auto,North,Fam_33,Assembly,No Fault,ISO9001,Low
9109,T:20.45 V:12.80 H:24.5,1.2132140600006642,3.3433997253969063,2.646187165610998,semi_auto,North,Fam_07,Processing,No Fault,ISO9001,Low
9110,T:24.13 V:4.64 H:57.5,2.5566462693385694,3.355452717996744,1.47041291268186,auto,South,Fam_03,Final,No Fault,ISO9001,Medium
9111,T:25.67 V:8.87 H:54.9,1.5491553820358015,,2.4491506810928563,manual,West,Fam_01,Processing,No Fault,ISO9001,High
9112,T:15.68 V:6.22 H:40.5,1.3272763926227749,3.843624176173285,1.8553364635709648,auto,North,Fam_01,Processing,No Fault,ISO9001,Low
9113,T:23.65 V:7.45 H:50.3,4.401796556750028,2.664269524368878,1.6149970478091291,auto,South,Fam_04,Processing,No Fault,ISO9001,Medium
9114,T:21.54 V:9.22 H:56.9,4.461780061215499,5.232528079136294,2.660764969929029,auto,North,Fam_22,Processing,No Fault,ISO9001,High
9115,T:23.62 V:7.56 H:30.9,1.206760175266243,2.421116090146878,1.3738959550323364,semi_auto,East,Fam_01,Assembly,No Fault,ISO9001,Medium
9116,T:21.36 V:5.09 H:34.5,2.766448257987677,3.932432022270331,1.455733949387486,auto,North,Fam_38,Processing,No Fault,ISO9001,Low
9117,T:31.20 V:7.72 H:58.5,6.988068951344889,2.730719884742347,1.5919818110167934,semi_auto,East,Fam_03,Processing,No Fault,ISO9001,Low
9118,T:23.72 V:6.93 H:56.9,4.770365873137662,1.1791310861820157,0.8201568225108631,semi_auto,North,Fam_04,Assembly,No Fault,ISO9001,
9119,T:20.20 V:10.77 H:57.7,4.663411010725886,3.3097329923359147,2.258397598865281,auto,West,Fam_06,Processing,No Fault,ISO9001,High
9120,T:20.75 V:6.89 H:48.9,3.480259331649889,,3.2461328778562413,manual,East,Fam_06,Init,No Fault,ISO9001,High
9121,T:26.62 V:4.78 H:58.9,3.756615722082182,3.419812463334181,1.305910886730416,semi_auto,South,Fam_02,Assembly,No Fault,ISO9001,
9122,T:24.12 V:9.66 H:31.8,6.081272905364417,6.489343348823359,3.392090575244939,auto,South,Fam_09,Processing,,ISO9001,High
9123,T:21.67 V:12.74 H:43.7,3.4325536460114594,5.777674179795678,3.6114689802701294,manual,East,Fam_38,Processing,No Fault,ISO9001,High
9124,T:24.11 V:10.36 H:51.8,7.516067494132117,2.6796328371711047,1.999862434424573,semi_auto,South,Fam_10,Assembly,No Fault,ISO9001,Medium
9125,T:29.98 V:7.52 H:69.0,5.394359911683191,6.511428238722891,3.1722891422249577,auto,East,Fam_26,Init,No Fault,ISO9001,High
9126,T:25.19 V:13.45 H:47.5,1.7889229999068068,1.3807449568297545,,semi_auto,West,Fam_03,Final,No Fault,ISO9001,Medium
9127,T:24.07 V:8.62 H:62.3,6.626583107892244,2.6859776494084167,1.4922446569425971,auto,East,Fam_01,Processing,,ISO9001,Medium
9128,T:25.96 V:8.48 H:64.5,1.6518068931013137,,1.4324336649791949,auto,South,Fam_39,Init,No Fault,ISO9001,Low
9129,T:19.91 V:11.24 H:54.5,6.500751723071732,3.819958321190201,2.896584658350733,semi_auto,East,Fam_40,Processing,No Fault,ISO9001,High
9130,T:21.19 V:4.48 H:47.6,6.020073562227699,9.328947462996394,3.730939656340586,manual,South,Fam_17,Assembly,No Fault,ISO9001,High
9131,T:22.82 V:10.15 H:53.0,2.8122971533103147,2.9272148619661,2.157288470406778,semi_auto,South,Fam_24,Processing,Low,ISO9001,Medium
9132,T:25.11 V:7.59 H:47.7,1.8044135118019988,3.851712656157986,1.954977973431932,semi_auto,South,Fam_24,Processing,No Fault,ISO9001,Medium
9133,T:23.14 V:8.61 H:47.3,6.561653358872421,5.459010457563904,2.774466037639165,auto,West,Fam_24,Processing,No Fault,ISO9001,High
9134,T:28.87 V:5.54 H:56.2,2.7902994509451595,2.897084581698808,1.5222207201252569,semi_auto,East,Fam_15,Init,No Fault,ISO9001,Low
9135,T:26.56 V:6.91 H:60.8,,4.611180475132964,2.31245621363282,semi_auto,West,Fam_09,Assembly,Low,ISO9001,Medium
9136,T:23.01 V:4.43 H:31.9,5.597927089986007,3.480558458291279,1.4697493868898746,semi_auto,West,Fam_32,Init,No Fault,ISO9001,Medium
9137,T:16.39 V:7.78 H:42.9,6.172043866245877,,2.544256336700048,semi_auto,South,Fam_01,Assembly,No Fault,ISO9001,Low
9138,T:16.97 V:8.07 H:62.8,5.170587112602737,3.106981444943012,1.85380438399351,semi_auto,South,Fam_37,Final,No Fault,ISO9001,Low
9139,T:19.07 V:6.92 H:50.1,2.824297073676312,2.119870672857412,,auto,West,Fam_01,Processing,No Fault,ISO9001,Low
9140,T:21.19 V:8.96 H:49.4,,4.692615344328038,2.5150838034192606,auto,North,Fam_32,Init,No Fault,ISO9001,High
9141,T:23.92 V:9.76 H:39.3,5.5363325057436805,4.897454275476554,2.665457774398897,semi_auto,West,Fam_04,Assembly,No Fault,ISO9001,High
9142,T:24.87 V:4.53 H:56.8,0.9635885598756888,,,semi_auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
9143,T:21.24 V:8.33 H:56.3,1.769105962171182,,2.231414886807735,auto,West,Fam_24,Processing,No Fault,ISO9001,High
9144,T:22.62 V:3.33 H:56.6,7.065786194294498,6.290379788691653,2.139684589830998,manual,North,Fam_03,Processing,No Fault,ISO9001,High
9145,T:31.39 V:8.39 H:44.7,1.7237072281193198,8.79199144918827,4.234451542254012,manual,West,Fam_01,Processing,No Fault,ISO9001,Medium
9146,T:22.61 V:10.03 H:50.7,,5.448390823145194,3.2010551903383435,auto,South,Fam_05,Final,No Fault,ISO9001,High
9147,T:20.62 V:11.39 H:55.1,5.890582725895579,4.338228170039927,2.913573985733958,auto,East,Fam_01,Processing,No Fault,ISO9001,High
9148,T:28.44 V:5.08 H:47.3,7.110269702221663,2.65359877337047,1.2401401335898152,auto,West,Fam_34,Assembly,Low,ISO9001,Low
9149,T:20.51 V:7.62 H:30.9,0.8876559354485825,2.494932850841981,1.375957318655361,auto,West,Fam_26,Assembly,No Fault,ISO9001,Low
9150,T:23.79 V:10.45 H:55.1,5.869953379908706,5.193219677514625,3.165421711944911,semi_auto,East,Fam_09,Processing,No Fault,ISO9001,High
